country,description,designation,points,price,province,region_1,region_2,variety,winery
France,"Big, fresh and juicy, this is a bright and forward wine. Attractive smoky tannins are layered with fresh acidity and black currant flavors. The wine is already attractive, although there are enough tannins for it to age. Drink from 2017.",,87,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Gazin Rocquencourt
France,"Produced from young vines, this is the third wine of Larrivet Haut-Brion. As such, it is very accessible with its ripe, red exuberant fruits. The tannins are in the background, giving the necessary structure to a wine that will age quickly. Drink from 2017.",Les Hauts de Larrivet Haut-Brion,87,35.0,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Larrivet Haut-Brion
France,"The dryness and tannins of this wine are on the outside. Inside it has plenty of juicy fruit, sweet acidity and black plum flavors. Put the two together and this ripe wine offers plenty of potential. Drink from 2019.",,87,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Luchey-Halde
France,"Hugely ripe Merlot is at the core of this rich wine. It is opulent, rounded and packed with dark plum-juice flavors. It verges on too much, too rich and too generous. What redeems it is the Bordeaux structure and final dry aftertaste.",Dame de Coeur,87,30.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Peyfaures
US,"Nearly equal parts Cabernet Sauvignon, Cabernet Franc and Merlot, this wine is perfumed in lavender and awash in juicy red cassis. The acidity is medium to high, while the tannins are rough and chewy, suggesting the need for assimilation time.",Serres Ranch,87,28.0,California,Sonoma Valley,Sonoma,Bordeaux-style Red Blend,Highway 12
Italy,"The nose isn't very expressive, but the palate offers mature blackberry, dried cherry, ground pepper, espresso and anise alonside assertive, astringent tannins. The dried fruit shows the heat of the vintage so best to drink soon.",Greppicante,87,20.0,Tuscany,Bolgheri,,Red Blend,I Greppi
US,"Extremely fruity and rich, this stops just short of sweetness while delivering delicious cherry, mixed berry and plum flavors with just a touch of tannin and acidity to keep it fresh. It is quite full bodied and ready to drink now.",Syzygy,87,32.0,California,Livermore Valley,Central Coast,Red Blend,Entropy Cellars
France,"The 60% Cabernet in the blend gives a dark fruit character. At this young stage, the wood aging still dominates with its burnt toast and chocolate character. For the future, while the wine will be dry, it also has plenty of fresh fruit. Drink from 2018.",,87,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Taffard de Blaignan
US,"Generous sweet-tasting oak flavor coats the fresh plum and red cherry flavors in this medium-bodied wine. It has a broad, velvety texture, and shows good balance between ripeness, acidity and firm tannins. It finishes with a soft touch.",Bogle Vineyards,87,11.0,California,California,California Other,Cabernet Sauvignon,Bogle
US,"Predominantly Syrah (80%) with Petite Sirah and Viognier, this wine conveys raspberries, cherries, flowers, black pepper and dark coffee. It's lighter in style with lip-smacking fruit and barrel flavors.",Amatino,87,22.0,Idaho,,,Red Blend,Fujishin
US,"Half Malbec with the rest Cabernet Sauvignon, Merlot and Petit Verdot, this wine shows the oak up front, with dill and vanilla leading over plum and green herbs. The fruit flavors are plump and generous backed by vibrant acidity. Barrel notes linger on the finish.",Bona Vita,87,28.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Hamilton
US,"There are a lot of varieties in this blend, from Merlot, which makes up the majority, to handfuls of Syrah, Zinfandel and Petit Verdot. Sizable tannins wrap themselves around flavors of tobacco, juicy plum and oaky vanilla, finishing dry and ripe.",Cellar 1879 Blend,87,25.0,California,Napa Valley,Napa,Red Blend,Markham
US,"While the nose is delicate with faint hints of yellow plum and pear, the palate is surprisingly brawny and bold. Rich, buttery and voluminous, this wine showcases ripe citrus and apple flavors, but falls a bit short on the finish.",,87,16.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Rooster Hill
US,"This affordable, estate-vineyard 100% Cabernet Sauvignon is chewy in robust tar and leather, with companionable characteristics of cranberry and herb. The acidity is high-toned and the oak profile restrained.",Block 007 Estate Vineyard,87,25.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Pedroncelli
France,"Although light, this well-balanced wine has good depth. A dry core of tannins backs up the bright red berry and black currant fruits. Acidity and the tannins promise some aging, although the wine is drinkable now.",Mission St Vincent Réserve,87,10.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Producta Vignobles
US,"Among the well-differentiated single vineyard selections from Soléna in 2014, this may be the most instantly enjoyable. It's a big, mouth-coating wine, a full-flavored burst of chocolate-covered cherries. Lighter notes of coffee and tobacco filter in through the extended finish.",Guadalupe Vineyard,90,48.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Soléna
US,"The oak in this wine is restrained, partly because it aged in stainless steel and a sizable percentage of neutral oak. Still, a richness of apple and pear compote provide a steady level of richness, while a lemon squeeze of acidity keeps it fresh and youthful.",,90,30.0,California,Napa Valley,Napa,Chardonnay,Stags' Leap Winery
France,"Aromas of this wine show considerable wood. On the palate, the wood is very present, giving acidity as well as layers of toast and spice. Hints of yellow fruit show through, suggesting the possibility of a ripe, rich wine in the future. Drink from 2019.",Bastion Premier Cru,90,59.0,Burgundy,Beaune,,Chardonnay,Chanson Père et Fils
France,"With tannins and new-wood flavors, this rich wine is also structured. A smoky character from the wood is shot through by perfumed red fruits. The aftertaste shows more of the wood flavors that need to integrate. Drink from 2018.",Clos de Jeu,90,,Burgundy,Marsannay,,Pinot Noir,Domaine Collotte
US,"This is a sanguine, full-bodied and nearly jammy wine, rich and plush in black and red fruit and a curious twist of beef jerky. Cedar and cranberry provide a crisper, more classical edge burnished on the palate in leathery black pepper.",Circle S Vineyard,90,70.0,California,Napa Valley,Napa,Cabernet Sauvignon,Tetra
US,"An earthy wine that offers complexity around a full-bodied juiciness of blackberry and bitter black tea, this is made in a big style and will appeal to fans of concentration and decisive use of oak.",Symphonia,90,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Levendi
US,"Allowing Zinfandel to take the 60% lead in this marriage with Cabernet Sauvignon, this is an impressive mingling of the two. Black pepper, clove and leathery cigar fuel a high-powered succulence of black and red fruit accented by a smoky drawl.",Howell Mountain,90,80.0,California,Napa Valley,Napa,Red Blend,Paraduxx
Chile,"Spicy, herbal plum and cassis aromas mix in notes of olive and wet dog fur. This is more spunky and fresh than dense. Leafy berry, plum and olive are the key flavors on this Carmenère-led blend that finishes herbal and spicy, with high-toned residual acidity.",Amplus One,90,24.0,Peumo,,,Red Blend,Santa Ema
US,"Smoke and oak pronounce themselves vigorously on the nose and entry of this 100% varietal wine, which holds on with a tight grip. Black fruit dominates with leather, chocolate and tobacco playing secondary roles. The finish is lengthy and powerful.",Estate Grown,90,55.0,California,Moon Mountain District Sonoma County,Sonoma,Cabernet Sauvignon,Korbin Kameron
US,"From the producer's main ranch and blended with 11% Malbec and 4% Merlot, this classically structured, crisp wine offers notes of thyme, blackberry and tar. Medium bodied on the palate, it finishes in juicy cassis and will stand up to cellaring. Drink now through 2020.",,90,60.0,California,Oak Knoll District,Napa,Cabernet Sauvignon,Trefethen
US,"Dried cherry and strawberry notes are marked by a hint of anise on the nose of this lush, velvety Pinot Noir. While delicate in frame, ripe berry and cherry flavors build in concentration on the palate, accentuated by a spray of pomegranate acidity and lingering bramble notes.",,90,27.0,New York,Finger Lakes,Finger Lakes,Pinot Noir,Anthony Road
France,"Brilliantly fresh, this wine is tight with acidity and textured with zingy citrus. Layers of apple and toast are already integrated in this bright wine. It's tangy, lively and likely to be ready to drink from 2017. The wine comes from the highest vineyard in Chassagne.",En Pimont,90,45.0,Burgundy,Chassagne-Montrachet,,Chardonnay,Au Pied du Mont Chauve
US,"This is a spicy, earthy and medium-bodied selection, lengthy and concentrated in cardamom and forest pine. The fruit tends dark and brooding, with a brambly character balanced against the crispness of acidity. The spiciness persists through the finish.",Geza's Selection,90,48.0,California,Sonoma Coast,Sonoma,Pinot Noir,Buena Vista
France,"Produced from two parcels in Aloxe Corton, this structured wine has red-plum fruitiness that is still masked by a dry tannic coating. It has concentration and good potential. Drink this textured, firm wine from 2018.",Les Brunettes et Planchots,90,80.0,Burgundy,Aloxe-Corton,,Pinot Noir,Château de Santenay
US,"Damp sagebrush, dark cranberry, buttered black cherries, fresh plucked marjoram and wet stone show on the nose of this bottling. The tip of the sip shows great thyme, bay leaf and anise character, then settles into rich cranberry fruit, all held together by a decent tannic grip. The dark fruit flavors linger deep in the finish.",The Diva,90,45.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Chateau Lettau
Italy,"Aromas of scorched earth, game, truffle and mature plum come together in the glass. The ripe palate offers dried blackberry, mature cherry, anise and almond alongside firm, fine-grained tannins. Drink through 2020.",Riserva,90,25.0,Tuscany,Chianti Classico,,Red Blend,Il Brunone
Italy,"A blend of 85% Sangiovese, 10% Colorino and 5% Canaiolo, this offers pretty aromas of pressed rose, violet, berry, menthol and a whiff of ground cooking spice. The linear palate offers mature black cherry, orange zest, clove, white pepper, licorice and a hint of pipe tobacco alongside firm, fine-grained tannins.",,90,20.0,Tuscany,Chianti Classico,,Red Blend,Villa Mangiacane
Italy,"Mostly Sangiovese with 5% Colorino and made by refermenting with partially dried grapes, this wine offers aromas of dried plum, clove, scorched earth and a balsamic note. The concentrated palate offers dried black cherry, raisin, licorice and a note of ground pepper that lead to a firm finish.",Riserva,90,30.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Salcheto
Italy,"Luminous and fresh, this opens with aromas of red berry, violet, chopped herb and a whiff of baking spice. The vibrant, linear palate offers red cherry, strawberry, white pepper and star anise alongside racy acidity and polished tannins. Enjoy through 2018.",,90,18.0,Tuscany,Chianti Classico,,Red Blend,Vignavecchia
Italy,"Red berry, chopped herb, blue flower and menthol all come together on this elegantly structured red. The juicy, accessible palate offers ripe black cherry, crushed raspberry, licorice and a hint of vanilla alongside round tannins. Drink through 2021.",Riserva,90,28.0,Tuscany,Chianti Classico,,Red Blend,Castello della Paneretta
